Date,Tesla Close Price,Tesla Volume,Nickel Close Price,Nickel Volume,Lithium Close Price,Lithium Volume,NASDAQ Close Price,NASDAQ Volume,Day of the Week,Tesla Price MA10,Tesla Price MA50,Lithium Price MA10,Lithium Price MA50,Nickel Price MA10,Nickel Price MA50,Percentage Change Tesla,Percentage Change NASDAQ
2015-11-09,45.066002000000005,19254500,638.4,22660.0,20.4,17100,5095.299805,1850770000,Monday,43.70200000000002,44.93568010000002,20.787999900000003,20.1616,660.9299987792969,633.7099938964843,-0.030254734033396402,-0.010067826439264072
2015-11-10,43.299999,23085000,635.1,31500.0,20.16,25500,5083.240234000001,1906120000,Tuesday,43.82499990000002,44.93568010000002,20.767999800000002,20.1616,655.8299987792968,633.7099938964843,-0.039187035051389874,-0.0023668030266177364
2015-11-11,43.816002000000005,16739000,629.2,4300.0,20.1,10700,5067.02002,1672340000,Wednesday,43.947400200000025,44.93568010000002,20.7039998,20.1616,650.4599975585937,633.7099938964843,0.01191692868168448,-0.0031909202109925427
2015-11-12,42.588001,14579500,623.1,18010.0,20.040001,5800,5005.080078,1820930000,Thursday,43.97360030000003,44.93568010000002,20.619999999999997,20.1616,645.2699951171875,633.7099938964843,-0.028026313309005402,-0.012224136031734112
2015-11-13,41.438,17151500,626.2,22430.0,20.18,23200,4927.879883,2001050000,Friday,43.97880010000002,44.93568010000002,20.5660001,20.1616,641.8399963378906,633.7099938964843,-0.02700293446503854,-0.01542436760189636
2015-11-16,42.862,14627000,615.7,24920.0,20.42,2600,4984.620117,1819190000,Monday,43.98920020000003,44.93568010000002,20.5100001,20.1616,636.5899963378906,633.7099938964843,0.034364592885756995,0.011514126834897276
2015-11-17,42.799999,10743500,602.6,33720.0,20.459999,12400,4986.02002,1861710000,Tuesday,44.10220030000003,44.93568010000002,20.466,20.1616,631.2899963378907,633.7099938964843,-0.0014465260603798713,0.0002808444710209468
2015-11-18,44.214001,14059500,597.0,34950.0,20.200001,17400,5075.200195,2017390000,Wednesday,43.891000400000024,44.93568010000002,20.3780001,20.1616,625.8199951171875,633.7099938964843,0.03303743067844467,0.017886044308341953
2015-11-19,44.360001000000004,12522000,592.6,34250.0,20.620001000000002,30200,5073.640136999999,1794110000,Thursday,43.69160050000003,44.93568010000002,20.340000200000002,20.1616,620.1499938964844,633.7099938964843,0.0033021214252924036,-0.00030738846549105414
2015-11-20,44.001999,22003500,574.4,57120.0,20.58,20100,5104.919922,1766630000,Friday,43.44460040000003,44.93568010000002,20.3160002,20.1616,613.4299987792969,633.7099938964843,-0.008070378537638145,0.006165156407505146
2015-11-23,43.549999,12631000,549.2,48040.0,20.620001000000002,64100,5102.47998,1668280000,Monday,43.29300010000003,44.93568010000002,20.3380003,20.1616,604.5099975585938,633.7099938964843,-0.010272260585251991,-0.0004779589175306631
2015-11-24,43.650002,12401500,584.0,64080.0,20.49,22300,5102.810059,1956920000,Tuesday,43.32800040000002,44.93568010000002,20.371000300000002,20.1616,599.4,633.7099938964843,0.0022962801905002106,6.468991574570815e-05
2015-11-25,45.928001,19954000,592.1,30020.0,20.51,35700,5116.140136999999,1539300000,Wednesday,43.53920030000002,44.93568010000002,20.412000300000003,20.1616,595.6899963378906,633.7099938964843,0.05218783266035132,0.0026123014272279033
2015-11-27,46.321999,9747000,585.5,49760.0,20.27,2100,5127.52002,781730000,Friday,43.91260010000002,44.93568010000002,20.435000200000005,20.1616,591.9299987792969,633.7099938964843,0.00857860110219022,0.0022243102603272114
2015-11-30,46.051998,13299000,586.1,23540.0,20.27,15500,5108.669922,2244550000,Monday,44.37399990000002,44.93568010000002,20.444000200000005,20.1616,587.9199951171875,633.7099938964843,-0.005828785584145457,-0.0036762602440311154
2015-12-01,47.438,18670000,602.7,35000.0,20.280001000000002,12700,5156.310059,2035570000,Tuesday,44.83159990000002,44.93568010000002,20.430000300000007,20.1616,586.6199951171875,633.7099938964843,0.0300964574870346,0.009325350380309905
2015-12-02,46.397999,14907500,595.9,37380.0,19.969998999999998,24700,5123.220215,2060340000,Wednesday,45.191399900000015,44.93568010000002,20.381000300000004,20.1616,585.95,633.7099938964843,-0.021923373666680845,-0.006417349542866213
2015-12-03,46.542,14698000,595.1,39030.0,20.07,4700,5037.529785,2088100000,Thursday,45.42419980000001,44.93568010000002,20.368000200000004,20.1616,585.7599975585938,633.7099938964843,0.003103603670494559,-0.016725892388758212
2015-12-04,46.076,12868000,601.6,45430.0,20.280001000000002,40100,5142.27002,1897490000,Friday,45.595799700000015,44.93568010000002,20.334000200000006,20.1616,586.6599975585938,633.7099938964843,-0.010012461862403899,0.020791983267648417
2015-12-07,46.226002,15721000,587.1,32940.0,19.809998999999998,9400,5101.810059,1952690000,Monday,45.81820000000001,44.83256014000001,20.257000100000006,20.186600000000002,587.9299926757812,633.7099938964843,0.0032555343345777032,-0.007868112884511613
2015-12-08,45.344002,13438000,580.6,36840.0,19.309998999999998,28200,5098.240234000001,1871450000,Tuesday,45.99760030000001,44.74572016000001,20.125999900000004,20.21319998,591.0699890136718,633.7099938964843,-0.01908017050663391,-0.0006997173471211537
2015-12-09,44.903999,15289000,583.1,37130.0,19.49,30200,5022.870117,2003450000,Wednesday,46.12300000000001,44.65720010000001,20.025999900000006,20.24619998,590.9799865722656,633.7099938964843,-0.009703664886041685,-0.014783555411406413
2015-12-10,45.414001,10358500,572.3,37620.0,19.17,7800,5045.169922,1746520000,Thursday,46.07160000000001,44.57188012000002,19.89199990000001,20.257999979999997,588.9999877929688,633.7099938964843,0.011357607593034169,0.004439653919086073
2015-12-11,43.403999,16343500,589.1,41150.0,18.82,5800,4933.470215,2084950000,Friday,45.77980000000001,44.48044006000002,19.746999900000006,20.258799959999997,589.3599853515625,633.7099938964843,-0.04425952252037868,-0.02213992962118505
2015-12-14,43.716,14135500,592.7,28730.0,18.700001,6000,4952.22998,2216060000,Monday,45.54620020000001,44.36448006000001,19.590000000000007,20.2552,590.0199890136719,633.7099938964843,0.007188300783068424,0.0038025495609483873
2015-12-15,44.217999,11222000,572.7,34090.0,19.07,46400,4995.359863000001,2054710000,Tuesday,45.22420010000001,44.26424004000001,19.468999900000007,20.24939998,587.0199890136719,632.2019946289063,0.011483186933845646,0.008709184180497376
2015-12-16,46.902,25521500,587.0,39250.0,19.73,53900,5071.129883,2036610000,Wednesday,45.27460020000001,44.23644004000002,19.445000000000004,20.25159996,586.1299865722656,630.9259948730469,0.06069928673163161,0.015168080394211136
2015-12-17,46.678001,16493000,574.5,29740.0,19.6,10100,5002.549805,1897220000,Thursday,45.28820030000001,44.24216010000002,19.398000000000003,20.245999979999997,584.0699890136718,629.1539953613282,-0.0047758944181484075,-0.013523628773520757
2015-12-18,46.091999,15071000,580.9,33330.0,19.530001000000002,50700,4923.080078,3765210000,Friday,45.2898002,44.257120040000025,19.323000000000004,20.232200019999997,581.9999938964844,627.5119958496093,-0.012554136583526776,-0.01588584423898598
2015-12-21,46.512001,9766000,585.8,34500.0,19.549999,51200,4968.919922,1673400000,Monday,45.318400100000005,44.30460006000003,19.297000000000004,20.217200019999996,581.8699951171875,625.5579956054687,0.009112253951059746,0.009311212345467723
2015-12-22,45.990002000000004,9807500,572.2,29500.0,19.950001,53500,5001.109863000001,1556670000,Tuesday,45.383000100000004,44.362080080000034,19.3610002,20.211400039999997,581.0299987792969,623.34599609375,-0.011222888475599935,0.00647825714748973
2015-12-23,45.939999,7775000,570.1,35990.0,20.290001,44900,5045.930176,1591490000,Wednesday,45.486600100000004,44.40388010000003,19.4410003,20.21720006,579.7299987792969,621.1339953613282,-0.001087258052304585,0.008962073265295745
2015-12-24,46.113997999999995,3540000,567.2,16710.0,20.200001,41900,5048.490234000001,706880000,Thursday,45.5565998,44.45864008000003,19.544000399999998,20.2200001,579.2200012207031,618.8479956054688,0.0037875272918486136,0.0005073510553470495
2015-12-28,45.790001000000004,9506500,561.6,18230.0,20.200001,18400,5040.990234000001,1310650000,Monday,45.79520000000001,44.489200080000025,19.682000499999997,20.21720012,576.4700012207031,616.3959948730469,-0.007026001085396971,-0.0014855926529261376
2015-12-29,47.438,12031500,575.7,45130.0,20.450001,17900,5107.939941,1383470000,Tuesday,46.1674,44.52992008000003,19.857000499999998,20.21780014,574.7700012207031,614.2179956054688,0.03599036829023006,0.01328106262702966
2015-12-30,47.618,18489500,574.7,29710.0,20.43,47700,5065.850098,1247530000,Wednesday,46.5074001,44.56988010000003,19.9930005,20.216000140000002,574.9700012207031,612.2479956054688,0.003794426409207796,-0.008240081811095035
2015-12-31,48.001999,13575000,575.8,23620.0,20.09,8800,5007.410156,1437480000,Thursday,46.6174,44.677800100000034,20.029000500000002,20.20460014,573.85,610.1919958496094,0.008064156411440981,-0.01153605828626314
2016-01-04,44.681999,34135500,571.1,44300.0,19.870001000000002,10400,4903.089844,2218420000,Monday,46.417799800000004,44.73108004000003,20.0560006,20.19320014,573.5099975585938,608.1339953613282,-0.06916378628315045,-0.020833186966919603
2016-01-05,44.686001,15934000,569.6,29210.0,19.82,3300,4891.430176,1927380000,Tuesday,46.27720000000001,44.77792002000004,20.0850005,20.17600014,572.3799926757813,606.0559948730469,8.956627030043407e-05,-0.0023780245459439353
2016-01-06,43.807999,18895500,577.4,34440.0,19.25,46000,4835.759765999999,2168620000,Wednesday,46.0067998,44.817719980000035,20.0550006,20.149000139999995,571.5399963378907,603.9619958496094,-0.019648256285005106,-0.011381213264200274
2016-01-07,43.130001,17771500,562.9,44760.0,18.559998999999998,24300,4689.430176,2552590000,Thursday,45.7207997,44.81928004000004,19.9160004,20.105800139999996,570.6099975585937,601.6299963378906,-0.015476579973442761,-0.030259896496272587
2016-01-08,42.200001,18140500,569.8,33890.0,18.440001000000002,12700,4643.629883,2288750000,Friday,45.3467999,44.82188006000004,19.731000400000003,20.067400139999997,570.5799987792968,599.3039965820312,-0.021562716866155407,-0.00976670752758002
2016-01-11,41.57,20457000,552.2,33500.0,18.26,19100,4637.990234000001,2391110000,Monday,44.8924001,44.80144008000004,19.5370003,20.017800139999995,569.0799987792968,596.6899963378906,-0.014928933295522917,-0.0012144914952514352
2016-01-12,41.993999,15459500,545.7,31730.0,18.379998999999998,15900,4685.919922,2147470000,Tuesday,44.5127999,44.794800060000036,19.3550001,19.967800139999994,567.4900024414062,594.1039965820313,0.010199639162857821,0.010334150263758168
2016-01-13,40.062,20632000,554.6,31240.0,18.030001000000002,5900,4526.060059,2533200000,Wednesday,43.775199900000004,44.768320020000026,19.1130001,19.914000179999995,565.3799987792969,591.98599609375,-0.04600654965010609,-0.03411493701577595
2016-01-14,41.236,32453500,579.4,39160.0,18.25,6100,4615.0,2565560000,Thursday,43.1369999,44.73788004000003,18.895000099999997,19.859400179999994,565.85,590.2099963378906,0.029304577904248452,0.019650632081901875
2016-01-15,40.998001,27893000,572.1,34060.0,18.01,18800,4488.419922,2818630000,Friday,42.4366001,44.72444010000003,18.6870001,19.801600179999994,565.4799987792969,588.5399963378907,-0.005771631584052694,-0.027427969230769178
2016-01-19,40.944,20193500,581.4,34900.0,18.08,19200,4476.950195,2394550000,Tuesday,42.0628002,44.61680010000003,18.508,19.741600179999992,566.5100036621094,587.1339965820313,-0.001317161780643894,-0.0025554041732549493
2016-01-20,39.740002000000004,29193000,581.5,27530.0,17.559998999999998,18100,4471.689941,3204130000,Wednesday,41.5682003,44.48452014000003,18.2819999,19.672800159999994,567.7000061035156,585.7779968261718,-0.029405969128565856,-0.0011749637076319264
2016-01-21,39.993999,15831000,592.2,25640.0,17.719998999999998,42700,4472.060059,2447750000,Thursday,41.1868003,44.35496012000002,18.1289998,19.61080013999999,569.1800048828125,584.7899975585938,0.006391469230424329,8.276915548344199e-05
2016-01-22,40.509997999999996,15620500,582.9,32890.0,18.209999,4700,4591.180176,2153340000,Friday,40.924800000000005,44.26384004000002,18.0939998,19.567000119999992,571.1800048828125,583.6799975585938,0.012901910609139033,0.026636519954661875
2016-01-25,39.276001,13493500,577.8,22750.0,17.85,5300,4518.490234000001,2028880000,Monday,40.632400000000004,44.18336008000003,18.0349997,19.520800119999993,571.9800048828125,582.5339978027343,-0.03046154186430705,-0.015832517830596027
2016-01-26,38.712002000000005,24821000,588.3,31900.0,17.83,12400,4567.669922,1981180000,Tuesday,40.346600200000005,44.081280080000035,17.9919997,19.475400119999996,573.6499938964844,577.49599609375,-0.014359888625117279,0.010884097442535046
2016-01-27,37.613997999999995,18086000,588.3,31900.0,17.68,3600,4468.169922,2115710000,Wednesday,39.9086001,43.98180002000003,17.921999800000002,19.428200099999994,573.6499938964844,577.49599609375,-0.02836340006388738,-0.02178353552229384
2016-01-28,37.939999,22964000,582.8,22820.0,17.66,3300,4506.680176,2322310000,Thursday,39.6964,43.911840000000026,17.8849997,19.377800099999995,573.6499938964844,577.49599609375,0.00866701274350068,0.008618798002821393
2016-01-29,38.240002000000004,14261500,579.3,18270.0,18.049999,3500,4613.950195,2617550000,Friday,39.3968002,43.819400040000026,17.864999600000004,19.330400079999993,573.6499938964844,577.49599609375,0.007907301209997497,0.023802447657869985
2016-02-01,39.388,26488000,580.6,27660.0,18.049999,18700,4620.370117,1983340000,Monday,39.2358001,43.75116006000003,17.868999500000008,19.282200079999992,573.6499938964844,577.49599609375,0.030020866630707577,0.0013914155395429173
2016-02-02,36.556,28868000,572.7,29240.0,17.66,4600,4516.950195,2185180000,Tuesday,38.7970001,43.59800004000003,17.826999500000007,19.23140005999999,573.6499938964844,577.49599609375,-0.07190007108764096,-0.022383471319641912
2016-02-03,34.695999,39657000,581.8,27020.0,17.99,9600,4504.240234000001,2466190000,Wednesday,38.29259979999999,43.40472000000003,17.869999600000007,19.17880003999999,573.6499938964844,577.49599609375,-0.050880867709815036,-0.0028138368702999017
2016-02-04,35.066002000000005,21927000,580.0,28030.0,18.360001,12700,4509.560059,2200930000,Thursday,37.79980009999999,43.22600006000003,17.933999800000006,19.13440005999999,573.6499938964844,577.49599609375,0.010664140265856048,0.001181070441101939
2016-02-05,32.52,47188000,555.5,42740.0,18.040001,7200,4363.140136999999,2489280000,Friday,37.000800299999995,43.00540008000004,17.917000000000005,19.08280005999999,573.6499938964844,577.49599609375,-0.07260599597296558,-0.032468781895427234
2016-02-08,29.598,46565000,563.6,35920.0,17.49,13100,4283.75,2702070000,Monday,36.03300019999999,42.724360040000036,17.881000000000007,19.02280005999999,573.6499938964844,577.49599609375,-0.08985239852398541,-0.018195642245537935
2016-02-09,29.65,43258000,551.9,33040.0,17.450001,15700,4268.759765999999,2465790000,Tuesday,35.12679999999999,42.39880002000004,17.843000100000005,18.961600079999993,573.6499938964844,577.49599609375,0.0017568754645584939,-0.0034993251240154066
2016-02-10,28.733999,52032500,542.1,39470.0,17.5,6300,4283.589844,2448380000,Wednesday,34.23880009999999,42.04704002000004,17.825000100000004,18.90620007999999,569.0299926757813,577.49599609375,-0.030893794266441787,0.00347409524380371
2016-02-11,30.094,71262000,522.6,40550.0,17.25,6400,4266.839844,2812330000,Thursday,33.45420019999999,41.72788006000005,17.784000100000007,18.845800079999993,563.0099914550781,577.49599609375,0.047330724832279625,-0.003910271666990206
2016-02-12,30.208,36179000,534.1,31820.0,17.35,9800,4337.509765999999,1983190000,Friday,32.65099999999999,41.38328006000004,17.714000200000005,18.787200059999993,558.489990234375,577.49599609375,0.003788130524357003,0.016562590719071624
2016-02-16,31.034,27969000,572.1,30390.0,17.84,7100,4435.959961,2117920000,Tuesday,31.81559999999999,41.07600008000005,17.693000300000005,18.744600079999994,557.639990234375,577.49599609375,0.02734375,0.02269740019301203
2016-02-17,33.736,29126000,576.4,24500.0,18.459999,9400,4534.060059,2296440000,Wednesday,31.53359999999999,40.81988008000005,17.773000200000006,18.712400059999993,558.0099914550781,577.49599609375,0.0870657988013146,0.022114739281344997
2016-02-18,33.354,19438000,572.6,20340.0,18.26,4800,4487.540039,1955870000,Thursday,31.39940009999999,40.565440080000045,17.800000200000007,18.672000039999993,557.089990234375,577.49599609375,-0.011323215556082511,-0.010260124346535449
2016-02-19,33.316002000000005,14797000,592.2,26950.0,18.129998999999998,4400,4504.430176,1903770000,Friday,31.22440009999999,40.30724008000004,17.777000000000005,18.638400039999993,558.3099914550781,577.49599609375,-0.001139233675121254,0.0037637852483123346
2016-02-22,35.548,25300500,599.1,31420.0,18.790001,9800,4570.609863000001,1794020000,Monday,31.527200099999995,40.11132004000004,17.852000000000004,18.628000079999996,562.6699890136719,577.49599609375,0.06699477326240988,0.014692132947828007
2016-02-23,35.442001,29922000,592.4,27410.0,18.450001,14700,4503.580078,1777750000,Tuesday,32.11160019999999,39.92208008000004,17.9480001,18.607200099999996,565.5499938964844,577.49599609375,-0.002981855519297971,-0.014665391929996052
2016-02-24,35.799999,26978000,592.0,27360.0,18.42,4400,4542.609863000001,1978180000,Wednesday,32.7266001,39.72980004000004,18.045000000000005,18.592200099999996,569.5599914550781,577.49599609375,0.010100953385786537,0.00866639080998266
2016-02-25,37.486,28753500,572.9,27960.0,18.559998999999998,6100,4582.200195,1667840000,Thursday,33.6018002,39.61144006000004,18.150999900000006,18.587000079999992,572.6399963378906,577.49599609375,0.047095001315502705,0.008715327354538394
2016-02-26,38.068001,30325500,582.7,26270.0,18.74,6800,4590.470215,1814920000,Friday,34.3992003,39.49848008000004,18.299999900000007,18.587800059999992,578.65,577.49599609375,0.015525822973910364,0.0018048142045439253
2016-02-29,38.386002000000005,22495000,579.5,15140.0,18.879998999999998,17900,4557.950195,2065260000,Monday,35.2170005,39.381840140000044,18.452999800000008,18.584000039999992,583.1900024414062,577.49599609375,0.008353498782350144,-0.007084245943636991
2016-03-01,37.27,33561000,591.6,23520.0,19.43,29400,4689.600098,2080150000,Tuesday,35.840600499999994,39.18920014000005,18.611999800000007,18.578000039999992,585.1400024414063,577.49599609375,-0.029073150155100813,0.028883576469180605
2016-03-02,37.667999,24312000,589.9,37540.0,19.610001,20300,4703.419922,1912510000,Wednesday,36.23380039999999,39.009000100000044,18.727000000000007,18.57820005999999,586.4900024414062,577.49599609375,0.010678803327072606,0.0029469088432281243
2016-03-03,39.147999,24145000,606.1,31300.0,19.790001,4700,4707.419922,1936290000,Thursday,36.8132003,38.870120100000044,18.880000100000007,18.58340005999999,589.8400024414062,577.49599609375,0.03929064562203033,0.0008504450094473093
2016-03-04,40.208,32445500,626.7,51410.0,20.25,16500,4717.02002,2171230000,Friday,37.5024001,38.74404008000005,19.092000200000008,18.59740007999999,593.2900024414063,577.49599609375,0.027076760679390022,0.0020393544997194812
2016-03-07,41.057999,26647000,627.5,30120.0,20.610001,21200,4708.25,2084390000,Monday,38.053399999999996,38.64540002000005,19.27400020000001,18.61060007999999,596.1300048828125,577.49599609375,0.021140046756864317,-0.0018592289120705763
2016-03-08,40.52,20893500,581.7,63220.0,20.02,45700,4648.819824,1993060000,Tuesday,38.5611999,38.537000040000045,19.431000100000013,18.60520005999999,595.0600036621094,577.49599609375,-0.01310339064502386,-0.01262256167365794
2016-03-09,41.743999,16043000,599.0,45400.0,20.09,4700,4674.379883,1789550000,Wednesday,39.1555999,38.44960006000005,19.598000100000014,18.60300003999999,595.7600036621094,577.49599609375,0.030207280355380117,0.005498182327489554
2016-03-10,41.035999,25962500,593.1,30730.0,19.99,6600,4662.160156,1936470000,Thursday,39.5105998,38.354520020000045,19.741000200000013,18.598800019999988,597.7799987792969,577.49599609375,-0.016960521678816787,-0.0026141921080143904
2016-03-11,41.5,16715500,588.7,28270.0,20.73,7600,4748.470215,1801790000,Friday,39.8537997,38.23576002000004,19.94000020000001,18.604399999999988,598.3799987792969,577.49599609375,0.011307169590290878,0.018512890186520803
2016-03-14,43.029999,20328500,582.5,31180.0,20.83,19100,4750.279785,1615100000,Monday,40.3181994,38.14400000000005,20.135000300000012,18.61239999999999,598.6799987792969,577.49599609375,0.03686744578313239,0.0003810848374456999
2016-03-15,43.667999,15902500,580.6,26590.0,20.42,12400,4728.669922,1692420000,Tuesday,40.9579993,38.05732000000005,20.234000300000012,18.61899999999999,597.5799987792968,577.49599609375,0.014826865322493,-0.004549176886009421
2016-03-16,44.386002000000005,17583500,578.3,26570.0,20.85,6800,4763.970215,1781060000,Wednesday,41.6297996,38.05140006000005,20.358000200000014,18.63859997999999,596.4199951171875,577.49599609375,0.016442315115011485,0.007465163266263675
2016-03-17,45.276001,18914500,590.0,38260.0,21.41,21300,4774.990234000001,1907190000,Thursday,42.24259980000001,38.06320006000004,20.52000010000001,18.67039997999999,594.8099975585938,577.49599609375,0.02005134411520082,0.002313200650436942
